track_id,duration,key,loudness,mode,tempo,time_sig,seg1pitch1,seg1pitch2,seg1pitch3,seg1pitch4,seg1pitch5,seg1pitch6,seg1pitch7,seg1pitch8,seg1pitch9,seg1pitch10,seg1pitch11,seg1pitch12,seg2pitch1,seg2pitch2,seg2pitch3,seg2pitch4,seg2pitch5,seg2pitch6,seg2pitch7,seg2pitch8,seg2pitch9,seg2pitch10,seg2pitch11,seg2pitch12,seg3pitch1,seg3pitch2,seg3pitch3,seg3pitch4,seg3pitch5,seg3pitch6,seg3pitch7,seg3pitch8,seg3pitch9,seg3pitch10,seg3pitch11,seg3pitch12,seg4pitch1,seg4pitch2,seg4pitch3,seg4pitch4,seg4pitch5,seg4pitch6,seg4pitch7,seg4pitch8,seg4pitch9,seg4pitch10,seg4pitch11,seg4pitch12,seg1timbre1,seg1timbre2,seg1timbre3,seg1timbre4,seg1timbre5,seg1timbre6,seg1timbre7,seg1timbre8,seg1timbre9,seg1timbre10,seg1timbre11,seg1timbre12,seg2timbre1,seg2timbre2,seg2timbre3,seg2timbre4,seg2timbre5,seg2timbre6,seg2timbre7,seg2timbre8,seg2timbre9,seg2timbre10,seg2timbre11,seg2timbre12,seg3timbre1,seg3timbre2,seg3timbre3,seg3timbre4,seg3timbre5,seg3timbre6,seg3timbre7,seg3timbre8,seg3timbre9,seg3timbre10,seg3timbre11,seg3timbre12,seg4timbre1,seg4timbre2,seg4timbre3,seg4timbre4,seg4timbre5,seg4timbre6,seg4timbre7,seg4timbre8,seg4timbre9,seg4timbre10,seg4timbre11,seg4timbre12,seg1loudness1,seg2loudness1,seg3loudness1,seg4loudness1,seg1loudness_time1,seg2loudness_time1,seg3loudness_time1,seg4loudness_time1
TRAAABD128F429CF47,148.03546,6,-9.843,0,121.274,4,0.176854014599,0.365102189781,0.304649635036,0.144350364964,0.394277372263,0.186138686131,0.280671532847,0.142160583942,0.274437956204,0.60297080292,0.206795620438,0.23904379562,0.213832116788,0.426802919708,0.366496350365,0.204416058394,0.457759124088,0.213277372263,0.339226277372,0.173240875912,0.298423357664,0.592525547445,0.236445255474,0.258503649635,0.19202189781,0.337452554745,0.259605839416,0.169875912409,0.446525547445,0.174846715328,0.258875912409,0.135124087591,0.246489051095,0.456357664234,0.181262773723,0.334832116788,0.240693430657,0.496350364964,0.305737226277,0.170248175182,0.471233576642,0.249905109489,0.31101459854,0.171627737226,0.289678832117,0.605109489051,0.247167883212,0.329218978102,43.0374306569,-4.46594160584,18.9673868613,16.300540146,-11.0750364964,7.33028467153,15.6889635036,-5.28858394161,9.82345985401,2.92219708029,-1.40556934307,2.89477372263,43.7323722628,-2.44513138686,21.0177810219,11.8724379562,0.95802189781,3.76748175182,4.35626277372,-2.45732846715,7.70000729927,0.788175182482,-1.58490510949,2.32020437956,42.7819270073,-15.1991678832,18.6052919708,10.9274452555,-4.27683941606,5.44026277372,7.8437080292,-7.0296350365,3.17768613139,4.23980291971,-3.7307810219,0.36100729927,43.2994160584,4.28511678832,36.1057007299,12.6331313869,3.4142189781,4.35804379562,9.1322189781,-3.20997080292,0.730649635036,3.83983941606,-4.3157810219,1.43421167883,-12.0787007299,-11.7503211679,-12.7685328467,-12.6116277372,0.0502924817518,0.0534916788321,0.0565044525547,0.0566064963504
TRAAAEF128F4273421,233.40363,0,-9.013,1,119.293,4,0.528058536585,0.289497560976,0.348702439024,0.291902439024,0.421097560976,0.425346341463,0.313370731707,0.42463902439,0.263112195122,0.347785365854,0.250575609756,0.449941463415,0.571536585366,0.297887804878,0.345897560976,0.292726829268,0.426624390244,0.469346341463,0.371634146341,0.500897560976,0.291385365854,0.388731707317,0.271819512195,0.458653658537,0.588824390244,0.30396097561,0.333736585366,0.3222,0.410380487805,0.457780487805,0.31796097561,0.419551219512,0.294546341463,0.3504,0.27143902439,0.439551219512,0.301448780488,0.369848780488,0.553214634146,0.263058536585,0.341424390244,0.325287804878,0.291141463415,0.342736585366,0.279843902439,0.503619512195,0.219443902439,0.308580487805,46.2353365854,37.7452780488,58.6328439024,7.81299512195,-10.0695317073,-1.35615609756,-11.0212731707,0.49063902439,3.02376097561,-1.1242097561,0.207746341463,-3.8243804878,47.0913121951,39.901697561,61.2208146341,7.80166341463,2.9973804878,-11.2301219512,-4.51274634146,-0.00166829268293,1.82357560976,-3.01949756098,2.24056585366,0.984219512195,46.4225463415,31.5568097561,60.9065463415,3.25430731707,-0.0193073170732,-7.89742926829,-13.5729707317,0.0443317073171,6.09248780488,-0.0885902439024,0.977512195122,-0.197195121951,43.6627170732,54.7322634146,49.664302439,3.8818097561,10.9670926829,-8.92512682927,-14.681697561,-2.48636097561,-11.7803073171,-5.08456585366,-2.26614146341,-6.51753658537,-10.3591902439,-10.000195122,-10.7229365854,-13.1656292683,0.0529731219512,0.051472097561,0.0587130731707,0.0585152195122
TRAAAFD128F92F423A,209.60608,2,-4.501,1,129.738,4,0.399952380952,0.426428571429,0.361613095238,0.252226190476,0.396267857143,0.406910714286,0.389821428571,0.47706547619,0.522041666667,0.655988095238,0.326535714286,0.282119047619,0.423494047619,0.389416666667,0.388511904762,0.290863095238,0.421678571429,0.486386904762,0.42344047619,0.525946428571,0.442226190476,0.585642857143,0.35794047619,0.298553571429,0.427297619048,0.391845238095,0.390285714286,0.262636904762,0.388797619048,0.461101190476,0.388369047619,0.48455952381,0.433333333333,0.577702380952,0.313696428571,0.282720238095,0.385446428571,0.366511904762,0.332410714286,0.233630952381,0.379952380952,0.341005952381,0.328327380952,0.435851190476,0.4195,0.686047619048,0.354023809524,0.251904761905,47.5246785714,22.667875,17.8419107143,16.1505595238,-38.2000952381,-16.2921785714,-3.2159047619,-12.2638988095,10.7178392857,4.77667261905,8.98707142857,7.07275,52.0851785714,26.4763809524,58.077922619,6.72536309524,-41.3520595238,-20.100672619,-7.541875,-12.0491785714,10.8635595238,2.47279761905,4.57766071429,-0.030369047619,51.1738214286,28.7336130952,50.8984880952,6.27742261905,-49.9608035714,-16.8287440476,-6.46201785714,-11.3396904762,8.87097619048,2.75739880952,3.77410119048,0.261726190476,50.4459702381,33.1286666667,61.5704761905,14.2220178571,-44.8585238095,-18.6053809524,-3.64933928571,-11.951672619,11.7663392857,-1.02676785714,4.70092261905,-0.442267857143,-8.14354761905,-5.21763095238,-5.94279761905,-6.553625,0.0354125595238,0.0600456547619,0.0571707738095,0.041879047619
TRAAARJ128F9320760,269.81832,4,-13.496,1,86.643,4,0.385061403509,0.35699122807,0.263127192982,0.354907894737,0.597565789474,0.211486842105,0.277399122807,0.219916666667,0.397600877193,0.52176754386,0.331464912281,0.488473684211,0.418548245614,0.450890350877,0.272745614035,0.360592105263,0.559903508772,0.309337719298,0.422043859649,0.333969298246,0.476021929825,0.519679824561,0.385372807018,0.491557017544,0.398460526316,0.409004385965,0.270342105263,0.357425438596,0.62976754386,0.261793859649,0.382495614035,0.346135964912,0.547802631579,0.641995614035,0.394688596491,0.501969298246,0.431223684211,0.402535087719,0.318785087719,0.360434210526,0.581666666667,0.268785087719,0.358364035088,0.303192982456,0.42725877193,0.522587719298,0.421622807018,0.528385964912,37.3327587719,23.1164517544,27.3172061404,-11.2606447368,-21.2732807018,-15.8144736842,15.497504386,-0.942153508772,9.71030263158,-0.353394736842,-3.46760087719,-3.1878377193,42.1675570175,5.56043421053,32.4101140351,-1.95443421053,-30.1705745614,-13.0358421053,5.28302631579,-8.08170175439,10.8567061404,-1.41822368421,-0.79351754386,-4.17564473684,42.5276754386,-5.16546491228,45.6811666667,2.02136403509,-38.77,-17.2195482456,3.57658333333,-14.1858333333,11.3861842105,-2.71670614035,1.76560964912,-7.42117105263,40.5461885965,1.61621052632,33.2123464912,6.00596491228,-40.8370701754,-12.380122807,6.46885526316,-10.2039517544,9.58280701754,-3.33092982456,0.858587719298,-4.61614473684,-20.1719473684,-14.8454122807,-14.8395614035,-16.1461973684,0.081005,0.0559743421053,0.069474122807,0.0587427631579
TRAABJV128F1460C49,307.3824,3,-8.346,1,125.197,3,0.294633962264,0.352369811321,0.387075471698,0.527411320755,0.18818490566,0.36,0.153166037736,0.189788679245,0.367532075472,0.117966037736,0.262,0.142996226415,0.286132075472,0.403422641509,0.445535849057,0.385150943396,0.185566037736,0.371909433962,0.275147169811,0.244777358491,0.393735849057,0.175630188679,0.280852830189,0.16761509434,0.296750943396,0.374505660377,0.424913207547,0.464083018868,0.198777358491,0.325275471698,0.207313207547,0.248852830189,0.469433962264,0.173464150943,0.236596226415,0.160449056604,0.322769811321,0.417558490566,0.441716981132,0.523162264151,0.255833962264,0.426513207547,0.223905660377,0.244705660377,0.422150943396,0.191362264151,0.262366037736,0.178328301887,42.6920301887,48.3469056604,18.8534150943,15.0462150943,10.6827849057,-8.81196603774,5.66526415094,-6.28374716981,13.2762754717,-1.14408301887,4.39867924528,-1.96668301887,46.6081698113,43.401445283,9.10383396226,4.92381509434,12.5850943396,-15.0672566038,3.72811320755,-3.79278867925,15.5238301887,0.977867924528,-0.8422,-1.58071320755,46.7520981132,45.6800981132,22.7186981132,9.77168679245,6.37536981132,-10.1558490566,0.853603773585,-4.81530188679,21.9759471698,4.23723773585,2.16512830189,-5.13936981132,47.4093207547,40.4371283019,39.7256075472,10.1288,12.766909434,-18.5713056604,9.47041132075,-2.89613962264,30.7230150943,5.35116226415,-1.40010943396,-0.972554716981,-12.978045283,-9.63754716981,-9.31902641509,-9.24668301887,0.0394318490566,0.0393438490566,0.039359245283,0.0401377735849
TRAABLR128F423B7E3,491.12771,7,-8.576,1,119.826,4,0.423631449631,0.24172972973,0.578017199017,0.215972972973,0.221004914005,0.156582309582,0.288054054054,0.323732186732,0.247518427518,0.538832923833,0.169228501229,0.252388206388,0.44000982801,0.258137592138,0.597358722359,0.206670761671,0.222238329238,0.170705159705,0.240152334152,0.340963144963,0.208004914005,0.450867321867,0.163292383292,0.307319410319,0.430793611794,0.292751842752,0.61385995086,0.262734643735,0.319889434889,0.187211302211,0.255825552826,0.314199017199,0.246034398034,0.638815724816,0.212985257985,0.252891891892,0.405584766585,0.308793611794,0.547941031941,0.287562653563,0.322820638821,0.253304668305,0.310007371007,0.401619164619,0.285292383292,0.54083046683,0.258828009828,0.325383292383,36.7473144963,-76.4712260442,-34.9558943489,10.2684201474,2.69853316953,1.56995331695,-9.692,1.40441523342,9.47093611794,-5.11542260442,6.66368058968,6.68387714988,41.3890835381,-65.2144619165,-6.1336953317,6.98696068796,5.17253562654,-6.49297542998,-6.78414742015,-2.58165356265,3.73785749386,-6.34182800983,6.66538820639,6.72127764128,43.4254496314,-57.6420884521,8.92776167076,22.798022113,-14.8851572482,-3.76021130221,4.69965601966,-4.28587223587,-5.33440540541,-8.30506388206,10.5051105651,4.18384275184,47.9783587224,-39.29695086,33.8912063882,9.768004914,-7.19424815725,-15.9271769042,-0.746029484029,-1.44608599509,4.322,-4.17035380835,6.81182555283,4.27854054054,-17.3571154791,-14.0701621622,-11.9063071253,-8.57343488943,0.043811031941,0.0523587223587,0.0375478378378,0.0533364619165
TRAABVM128F92CA9DC,290.29832,7,-5.271,1,150.062,4,0.3964375,0.281389423077,0.337533653846,0.183038461538,0.338711538462,0.155403846154,0.188591346154,0.364283653846,0.192336538462,0.405129807692,0.179600961538,0.180024038462,0.365091346154,0.286798076923,0.362225961538,0.174533653846,0.302269230769,0.145576923077,0.181163461538,0.3438125,0.187581730769,0.385100961538,0.169225961538,0.188139423077,0.264899038462,0.226855769231,0.3309375,0.279230769231,0.377081730769,0.277721153846,0.215552884615,0.344721153846,0.161663461538,0.290254807692,0.165860576923,0.149620192308,0.368663461538,0.243826923077,0.367254807692,0.177836538462,0.357192307692,0.148913461538,0.1960625,0.335730769231,0.191644230769,0.446322115385,0.194125,0.210625,47.0736009615,34.1215240385,6.42644711538,-6.98033173077,-28.5501490385,-7.46204326923,18.2634807692,0.450028846154,-4.60803365385,0.572625,-2.02303365385,5.1535,48.8453846154,42.7442307692,6.37484615385,-4.39831730769,-30.7780048077,-10.6739375,13.2967259615,1.28872115385,-6.19549519231,0.516504807692,-0.952129807692,0.529629807692,51.0452644231,48.6484375,11.1875528846,-5.76759134615,-30.1966442308,-16.9254134615,6.87887980769,2.30115865385,-3.19921153846,1.85287019231,1.63638942308,2.57750480769,47.4581057692,47.5927788462,15.9942740385,-7.29914423077,-15.9035384615,-8.97014423077,7.77106730769,0.863581730769,-9.32475480769,-2.63581730769,-3.17820673077,0.0902019230769,-9.33866346154,-7.57691346154,-5.87614903846,-9.26030769231,0.0539714423077,0.0523926442308,0.0493347115385,0.057780625
TRAACER128F4290F96,207.77751,7,-4.264,1,166.862,4,0.621094972067,0.450843575419,0.303776536313,0.321167597765,0.453335195531,0.369458100559,0.373737430168,0.386111731844,0.47851396648,0.590608938547,0.495391061453,0.53617877095,0.624446927374,0.577798882682,0.443754189944,0.435145251397,0.581072625698,0.497446927374,0.446474860335,0.449229050279,0.522581005587,0.579111731844,0.448938547486,0.54848603352,0.589067039106,0.509849162011,0.334234636872,0.348413407821,0.450631284916,0.388011173184,0.33530726257,0.378463687151,0.448217877095,0.459687150838,0.396033519553,0.36274301676,0.616659217877,0.603094972067,0.511653631285,0.491234636872,0.648748603352,0.529547486034,0.44474301676,0.46594972067,0.482173184358,0.577016759777,0.445642458101,0.567793296089,50.8223575419,8.84213407821,31.6394692737,-1.49134636872,-30.1857988827,-15.2822122905,-2.0390726257,-2.07762011173,-11.5947039106,-2.9358547486,3.15986592179,3.31544134078,53.0364860335,29.5124748603,49.7507150838,-1.69092178771,-26.6358659218,-20.3829106145,4.03115642458,3.08053631285,-0.216843575419,2.72090502793,0.142391061453,-4.22477653631,45.7427597765,-6.68810055866,-6.37094972067,1.89968715084,-20.6072569832,-2.75111731844,-8.66445810056,-3.61577653631,-1.46599441341,-2.5753575419,-2.54554189944,-4.12735195531,54.0494301676,37.9775418994,54.3567430168,-6.29072625698,-23.3516759777,-17.6832793296,6.48859776536,5.50312849162,-1.24297765363,6.03145810056,-3.00908379888,-8.21559217877,-6.2618547486,-4.77489944134,-9.91438547486,-3.71493296089,0.0474205027933,0.0610297206704,0.0441543575419,0.0685977094972
TRAACFV128F935E50B,124.86485,10,-12.332,1,137.522,4,0.417511278195,0.343142857143,0.385255639098,0.356165413534,0.267541353383,0.508037593985,0.285691729323,0.228233082707,0.209729323308,0.286120300752,0.379586466165,0.469511278195,0.416781954887,0.327819548872,0.43507518797,0.364413533835,0.271977443609,0.523954887218,0.287180451128,0.233533834586,0.203496240602,0.322902255639,0.426135338346,0.452090225564,0.378165413534,0.332887218045,0.405969924812,0.403421052632,0.257781954887,0.496112781955,0.269323308271,0.205977443609,0.210593984962,0.309,0.390368421053,0.406578947368,0.462827067669,0.333030075188,0.376533834586,0.330293233083,0.263323308271,0.490917293233,0.257751879699,0.236578947368,0.196413533835,0.266984962406,0.332932330827,0.475353383459,41.891443609,38.6041203008,-5.90995488722,1.1264962406,14.3756917293,5.17327067669,14.7570075188,-15.8970451128,8.53563157895,-5.49031578947,-8.74439849624,-1.99529323308,42.0828646617,40.110075188,-5.34990977444,0.97369924812,14.2212706767,2.76957142857,11.5245488722,-15.6980977444,6.30159398496,-5.60154887218,-7.60705263158,-3.05005263158,41.2763383459,39.1139849624,-17.8443684211,-1.39390977444,15.0421879699,7.76357142857,5.04281203008,-13.5238646617,5.82241353383,-5.45348120301,-8.61315037594,0.978060150376,39.1138045113,46.0968947368,-2.78172932331,4.33154135338,19.158,7.9534887218,7.74527067669,-9.74906015038,7.96544360902,0.650917293233,-12.2666015038,-2.67463157895,-13.4610601504,-13.231481203,-13.5776917293,-15.9269398496,0.0508421052632,0.0501310526316,0.0497442857143,0.0540802255639
TRAACHN128F1489601,225.09669,7,-5.908,1,164.672,1,0.5560875,0.3869875,0.37515625,0.410075,0.4041625,0.33848125,0.363625,0.4420625,0.3200875,0.3518625,0.3745375,0.41844375,0.5727375,0.55523125,0.50275,0.5136625,0.45260625,0.4232,0.5269375,0.56119375,0.4627375,0.5342125,0.51315625,0.4808125,0.54370625,0.62550625,0.46915,0.53738125,0.435775,0.5947375,0.59741875,0.4449875,0.3805125,0.41644375,0.44160625,0.41351875,0.62975625,0.6065625,0.51215625,0.50574375,0.5028,0.48709375,0.51413125,0.6085875,0.4855125,0.47145625,0.4606125,0.46758125,46.6368,4.4439125,51.633525,2.95908125,-44.73388125,-1.44719375,-6.894025,-0.69245625,-4.9077,-3.82184375,-2.3273125,4.5602,51.47584375,62.34786875,46.9277375,-5.6542,-18.71841875,-14.3997,-1.83010625,14.62796875,-14.72406875,1.825075,-3.20206875,2.23133125,52.43951875,69.66705625,54.10576875,-4.68978125,-37.9054625,-20.53606875,2.93,8.40879375,-4.190225,4.366775,-0.8057875,5.51231875,49.64684375,47.79149375,63.5146125,1.40995,-16.1191125,-18.8709,1.29164375,1.79666875,-5.2288625,3.08719375,-2.37270625,3.6641125,-10.41638125,-6.19203125,-5.860975,-8.260325,0.0813075,0.0888445,0.07050575,0.0798225
